X,Y,state,source
34.6137986,31.700211,IL,postal code
34.6143132,31.6994691,IL,postal code
34.6143126,31.6996854,IL,postal code
34.614107,31.7000437,IL,postal code
34.6133345,31.699345,IL,postal code
34.6127411,31.6978083,IL,postal code
34.6123835,31.6979802,IL,postal code
34.6139544,31.7001267,IL,postal code
34.6148375,31.6998088,IL,postal code
34.6124432,31.6978143,IL,postal code
34.6143857,31.6995667,IL,postal code
34.6125009,31.6976828,IL,postal code
34.6121149,31.6989479,IL,postal code
34.6125663,31.6974655,IL,postal code
34.6122011,31.6990743,IL,postal code
34.6140201,31.6990681,IL,postal code
34.6125697,31.6982132,IL,postal code
34.6142618,31.6999532,IL,postal code
34.6126772,31.6983062,IL,postal code
34.6127193,31.6975365,IL,postal code
34.6122975,31.699168,IL,postal code
34.6139382,31.6989569,IL,postal code
34.6128362,31.6984141,IL,postal code
34.6128655,31.6976076,IL,postal code
34.6130045,31.6977019,IL,postal code
34.6129326,31.6985041,IL,postal code
34.6124202,31.6993075,IL,postal code
34.6138923,31.69973,IL,postal code
34.6131333,31.697787,IL,postal code
34.6136636,31.6997207,IL,postal code
34.612682,31.6996671,IL,postal code
34.6125127,31.6994406,IL,postal code
34.6120871,31.6988356,IL,postal code
34.613063,31.6979919,IL,postal code
34.6127649,31.699777,IL,postal code
34.6130602,31.6986255,IL,postal code
34.613145,31.6987225,IL,postal code
34.6132801,31.69789,IL,postal code
34.6135191,31.6980943,IL,postal code
34.6135162,31.6992097,IL,postal code
34.6136217,31.6981986,IL,postal code
34.6135513,31.6984465,IL,postal code
34.6124836,31.7000285,IL,postal code
34.613598,31.6993184,IL,postal code
34.613746,31.6983272,IL,postal code
34.6133888,31.6979846,IL,postal code
34.6136916,31.6994484,IL,postal code
34.6138351,31.6984412,IL,postal code
34.6130519,31.6989533,IL,postal code
34.6140823,31.6987727,IL,postal code
34.6137814,31.6995786,IL,postal code
34.6145528,31.6997925,IL,postal code
34.6134584,31.6983363,IL,postal code
34.6139602,31.6998168,IL,postal code
34.6143832,31.6991913,IL,postal code
34.6141904,31.698928,IL,postal code
34.6124341,31.6974063,IL,postal code
34.6144559,31.6992888,IL,postal code
34.6140793,31.6998101,IL,postal code
34.6145707,31.6994411,IL,postal code
34.61351,31.7003786,IL,postal code
34.6053051,31.7009415,IL,postal code
34.6054797,31.70138,IL,postal code
34.603508,31.6997191,IL,postal code
34.6037006,31.6997961,IL,postal code
34.6045771,31.7015008,IL,postal code
34.6050822,31.7000615,IL,postal code
34.6049002,31.7000287,IL,postal code
34.6045997,31.7012982,IL,postal code
34.6047238,31.6999912,IL,postal code
34.6038392,31.699875,IL,postal code
34.603983,31.6999423,IL,postal code
34.6042418,31.7014269,IL,postal code
34.6052562,31.7000852,IL,postal code
34.6042957,31.7000788,IL,postal code
34.6047479,31.7015334,IL,postal code
34.6041474,31.700014,IL,postal code
34.6038021,31.701061,IL,postal code
34.6042,31.699811,IL,postal code
34.6036458,31.7010027,IL,postal code
34.6043706,31.6998751,IL,postal code
34.6040475,31.6997323,IL,postal code
34.6046248,31.7001799,IL,postal code
34.605736,31.7011691,IL,postal code
34.6038882,31.6996349,IL,postal code
34.6047796,31.7002161,IL,postal code
34.6037529,31.6995641,IL,postal code
34.6049478,31.7002501,IL,postal code
34.604412,31.7014684,IL,postal code
34.6051189,31.7002775,IL,postal code
34.603462,31.6995257,IL,postal code
34.6061184,31.7009493,IL,postal code
34.6030182,31.700937,IL,postal code
34.6038372,31.7003653,IL,postal code
34.6031672,31.7010182,IL,postal code
34.60361,31.6995222,IL,postal code
34.6052848,31.7002914,IL,postal code
34.6026184,31.7006809,IL,postal code
34.6032017,31.6996422,IL,postal code
34.6054376,31.7003098,IL,postal code
34.6033259,31.6995664,IL,postal code
34.6057468,31.7013391,IL,postal code
34.6034759,31.7009356,IL,postal code
34.6057453,31.7005933,IL,postal code
34.6050876,31.7015712,IL,postal code
34.6047237,31.7006586,IL,postal code
34.6059327,31.7007257,IL,postal code
34.6027533,31.700081,IL,postal code
34.6029889,31.6998624,IL,postal code
34.6057652,31.7015946,IL,postal code
34.6059458,31.7015907,IL,postal code
34.605464,31.7007238,IL,postal code
34.6057274,31.7003282,IL,postal code
34.6056036,31.7015917,IL,postal code
34.6033325,31.7003456,IL,postal code
34.6032004,31.7002555,IL,postal code
34.6052704,31.7007358,IL,postal code
34.6031015,31.6997513,IL,postal code
34.6033164,31.7008599,IL,postal code
34.6050885,31.7007163,IL,postal code
34.6030113,31.7006856,IL,postal code
34.6027437,31.7004825,IL,postal code
34.6026423,31.7002031,IL,postal code
34.6049565,31.7013559,IL,postal code
34.6049144,31.7006926,IL,postal code
34.6034727,31.7004196,IL,postal code
34.6034691,31.7011537,IL,postal code
34.6028776,31.7008533,IL,postal code
34.6031603,31.7007756,IL,postal code
34.6033166,31.7010921,IL,postal code
34.6025267,31.7002937,IL,postal code
34.6057362,31.7010091,IL,postal code
34.6028656,31.7005898,IL,postal code
34.6039975,31.70044,IL,postal code
34.6036272,31.7012251,IL,postal code
34.6036181,31.7004958,IL,postal code
34.6057233,31.7000357,IL,postal code
34.6037691,31.7005651,IL,postal code
34.605434,31.7015887,IL,postal code
34.6036793,31.7002906,IL,postal code
34.6022226,31.7003993,IL,postal code
34.6053059,31.7013818,IL,postal code
34.6033498,31.7001102,IL,postal code
34.6039229,31.7006345,IL,postal code
34.6049216,31.7015523,IL,postal code
34.6040878,31.7006902,IL,postal code
34.6027423,31.7007671,IL,postal code
34.6032263,31.7000181,IL,postal code
34.6045431,31.7006144,IL,postal code
34.6058598,31.7009433,IL,postal code
34.6023484,31.7004866,IL,postal code
34.6037853,31.7012867,IL,postal code
34.6046388,31.7008499,IL,postal code
34.6047751,31.7013258,IL,postal code
34.6035215,31.7002063,IL,postal code
34.6052593,31.7015834,IL,postal code
34.6030655,31.7001677,IL,postal code
34.6048026,31.7008843,IL,postal code
34.604964,31.7009066,IL,postal code
34.6028737,31.6999758,IL,postal code
34.6024769,31.7005847,IL,postal code
34.6051431,31.700924,IL,postal code
34.6040711,31.7013764,IL,postal code
34.6051238,31.7013688,IL,postal code
34.605433,31.7000926,IL,postal code
34.6054646,31.7009516,IL,postal code
34.6015956,31.6986754,IL,postal code
34.6003644,31.699643,IL,postal code
34.6024297,31.6989675,IL,postal code
34.6002732,31.6986251,IL,postal code
34.6000078,31.6991158,IL,postal code
34.6022619,31.6980376,IL,postal code
34.601735,31.6985909,IL,postal code
34.6007909,31.6998871,IL,postal code
34.6002411,31.6993304,IL,postal code
34.6014132,31.6982098,IL,postal code
34.6008794,31.6992893,IL,postal code
34.6015822,31.6988945,IL,postal code
34.6004584,31.699303,IL,postal code
34.601448,31.6995312,IL,postal code
34.6018826,31.6985019,IL,postal code
34.6017243,31.6988124,IL,postal code
34.6020328,31.6984153,IL,postal code
34.6006031,31.6992254,IL,postal code
34.6018638,31.698737,IL,postal code
34.6020757,31.6978447,IL,postal code
34.6005763,31.69868,IL,postal code
34.6004261,31.6987644,IL,postal code
34.6020059,31.6986526,IL,postal code
34.6008419,31.6983172,IL,postal code
34.600284,31.6988557,IL,postal code
34.600587,31.6984518,IL,postal code
34.6009867,31.6997502,IL,postal code
34.6021588,31.6985704,IL,postal code
34.6019416,31.6978082,IL,postal code
34.6004395,31.6985408,IL,postal code
34.6018101,31.6978037,IL,postal code
34.6001337,31.698931,IL,postal code
34.6016868,31.697834,IL,postal code
34.6023063,31.698486,IL,postal code
34.6015473,31.697904,IL,postal code
34.602175,31.6983217,IL,postal code
34.601389,31.6979926,IL,postal code
34.6019309,31.6979908,IL,postal code
34.6012576,31.6980707,IL,postal code
34.600976,31.6982349,IL,postal code
34.6005147,31.6997252,IL,postal code
34.6011128,31.6981528,IL,postal code
34.6006569,31.6998119,IL,postal code
34.6005549,31.6994947,IL,postal code
34.6021829,31.6993167,IL,postal code
34.602757,31.6988762,IL,postal code
34.6007319,31.6993761,IL,postal code
34.602765,31.6987575,IL,postal code
34.6010269,31.6992048,IL,postal code
34.6024807,31.6991432,IL,postal code
34.6026068,31.6990725,IL,postal code
34.5998092,31.6989767,IL,postal code
34.5997743,31.6990862,IL,postal code
34.6027033,31.698979,IL,postal code
34.600925,31.6999237,IL,postal code
34.6010645,31.6999192,IL,postal code
34.5997931,31.6992163,IL,postal code
34.5998575,31.6993166,IL,postal code
34.6011906,31.6998849,IL,postal code
34.6013194,31.6998141,IL,postal code
34.6026953,31.6985932,IL,postal code
34.5999782,31.6994057,IL,postal code
34.6001177,31.6994855,IL,postal code
34.6014695,31.6997229,IL,postal code
34.600756,31.6991318,IL,postal code
34.6023251,31.6992368,IL,postal code
34.6008902,31.6990587,IL,postal code
34.600131,31.69871,IL,postal code
34.6010431,31.6989698,IL,postal code
34.5999969,31.6987872,IL,postal code
34.5998736,31.6988625,IL,postal code
34.6014534,31.698753,IL,postal code
34.6012737,31.6982851,IL,postal code
34.6017511,31.6995677,IL,postal code
34.601896000000004,31.6994833,IL,postal code
34.6020435,31.6993989,IL,postal code
34.6012952,31.6996179,IL,postal code
34.6017028,31.6980524,IL,postal code
34.6022822,31.6990542,IL,postal code
34.6025638,31.6988352,IL,postal code
34.6021347,31.6991364,IL,postal code
34.601845,31.6993075,IL,postal code
34.6015554,31.69813,IL,postal code
34.6019925,31.6992209,IL,postal code
34.6011476,31.6996977,IL,postal code
34.6011127,31.6983787,IL,postal code
34.6007239,31.6986001,IL,postal code
34.6032097,31.6969508,IL,postal code
34.6044953,31.6974866,IL,postal code
34.6036155,31.6967279,IL,postal code
34.6036359,31.6974896,IL,postal code
34.6049912,31.6981366,IL,postal code
34.6045566,31.6979377,IL,postal code
34.6048926,31.6971707,IL,postal code
34.6046218,31.6982107,IL,postal code
34.6037864,31.6966755,IL,postal code
34.604666,31.6976904,IL,postal code
34.6044151,31.6974036,IL,postal code
34.6044482,31.6982527,IL,postal code
34.6053111,31.6978135,IL,postal code
34.6038884,31.6984441,IL,postal code
34.6047631,31.6970603,IL,postal code
34.605093,31.6970661,IL,postal code
34.6049869,31.6969598,IL,postal code
34.6034915,31.6967833,IL,postal code
34.6044264,31.6968882,IL,postal code
34.6039313,31.6966523,IL,postal code
34.6053748,31.6974422,IL,postal code
34.6053042,31.6973264,IL,postal code
34.6047363,31.6978084,IL,postal code
34.6038062,31.696878,IL,postal code
34.6052657,31.6976935,IL,postal code
34.6045806,31.6967182,IL,postal code
34.6058843,31.698047,IL,postal code
34.6030968,31.6972819,IL,postal code
34.6036681,31.6984158,IL,postal code
34.6037387,31.6974215,IL,postal code
34.604593,31.6969528,IL,postal code
34.6028817,31.6969684,IL,postal code
34.6047428,31.6967939,IL,postal code
34.6047967,31.6979295,IL,postal code
34.6055095,31.6980683,IL,postal code
34.6057103,31.6980514,IL,postal code
34.6038948,31.6973336,IL,postal code
34.6049353,31.6979531,IL,postal code
34.6037817,31.6981281,IL,postal code
34.6034724,31.6970403,IL,postal code
34.6042805,31.6983048,IL,postal code
34.6040097,31.697297,IL,postal code
34.6040449,31.6983817,IL,postal code
34.604024,31.6968469,IL,postal code
34.6053427,31.6980828,IL,postal code
34.6042514,31.6966509,IL,postal code
34.6048593,31.6968653,IL,postal code
34.6041078,31.6981391,IL,postal code
34.6052507,31.6978939,IL,postal code
34.6044779,31.6980361,IL,postal code
34.6051726,31.6975303,IL,postal code
34.6035828,31.6978888,IL,postal code
34.6044799,31.6978162,IL,postal code
34.6054603,31.6975916,IL,postal code
34.6055118,31.6977041,IL,postal code
34.6057373,31.6978633,IL,postal code
34.6051023,31.6974192,IL,postal code
34.6033412,31.6968708,IL,postal code
34.6055611,31.697842,IL,postal code
34.6044332,31.6966753,IL,postal code
34.604104,31.6966395,IL,postal code
34.6041746,31.6972949,IL,postal code
34.6032874,31.6975666,IL,postal code
34.6051602,31.6981071,IL,postal code
34.6036347,31.6969443,IL,postal code
34.6042983,31.6973235,IL,postal code
34.6047923,31.6981712,IL,postal code
34.6042065,31.6968476,IL,postal code
34.6029659,31.6970818,IL,postal code
34.6033576,31.6971099,IL,postal code
34.6040012,31.6980226,IL,postal code
34.6093918,31.6972397,IL,postal code
34.6094038,31.697388,IL,postal code
34.6103825,31.6977371,IL,postal code
34.6088633,31.6978576,IL,postal code
34.6101457,31.6972776,IL,postal code
34.6091181,31.6987775,IL,postal code
34.6104091,31.6974302,IL,postal code
34.6088075,31.6981482,IL,postal code
34.6091967,31.6969979,IL,postal code
34.609387,31.697675,IL,postal code
34.6094766,31.6985205,IL,postal code
34.608769,31.6982896,IL,postal code
34.6086597,31.6972093,IL,postal code
34.6104042,31.6972857,IL,postal code
34.6103403,31.6981707,IL,postal code
34.6103712,31.697879,IL,postal code
34.6089202,31.6972172,IL,postal code
34.6103558,31.6980317,IL,postal code
34.6101167,31.6988944,IL,postal code
34.6093786,31.6978207,IL,postal code
34.6093639,31.6970053,IL,postal code
34.6099279,31.6992964,IL,postal code
34.6085886,31.6980816,IL,postal code
34.6098516,31.697031,IL,postal code
34.6096959,31.6970198,IL,postal code
34.6099969,31.6991734,IL,postal code
34.6100351,31.697037,IL,postal code
34.6093497,31.6979806,IL,postal code
34.6101778,31.6987426,IL,postal code
34.6103888,31.6970569,IL,postal code
34.6102028,31.6970456,IL,postal code
34.6105621,31.6970628,IL,postal code
34.6086378,31.6977697,IL,postal code
34.6102184,31.6986176,IL,postal code
34.6100689,31.6990175,IL,postal code
34.6089154,31.6973655,IL,postal code
34.608652,31.6976064,IL,postal code
34.6085114,31.6969651,IL,postal code
34.6084972,31.698369,IL,postal code
34.6086586,31.6973402,IL,postal code
34.6093292,31.6981063,IL,postal code
34.6102652,31.6984606,IL,postal code
34.6088622,31.6969833,IL,postal code
34.6086788,31.6969759,IL,postal code
34.6086111,31.6979304,IL,postal code
34.609721,31.6994427,IL,postal code
34.6084299,31.6985209,IL,postal code
34.6090335,31.696994,IL,postal code
34.6088847,31.6977219,IL,postal code
34.6096152,31.697943,IL,postal code
34.6096518,31.6974165,IL,postal code
34.6096396,31.6972545,IL,postal code
34.6092509,31.6984223,IL,postal code
34.6093286,31.698858,IL,postal code
34.6101422,31.6974152,IL,postal code
34.6101279,31.6979096,IL,postal code
34.6101,31.6980589,IL,postal code
34.6100442,31.6983483,IL,postal code
34.6100762,31.6982156,IL,postal code
34.6100085,31.6985061,IL,postal code
34.6099643,31.6986363,IL,postal code
34.6098185,31.6990331,IL,postal code
34.6092963,31.698278,IL,postal code
34.609594800000004,31.6980892,IL,postal code
34.6095297,31.6983656,IL,postal code
34.6095622,31.6982464,IL,postal code
34.6085451,31.6982266,IL,postal code
34.608646,31.6985984,IL,postal code
34.6088375,31.6980147,IL,postal code
34.6103087,31.6983241,IL,postal code
34.6080687,31.6993105,IL,postal code
34.6066357,31.7001643,IL,postal code
34.6077883,31.6992951,IL,postal code
34.60691,31.7000434,IL,postal code
34.6093526,31.700237,IL,postal code
34.6087017,31.6997507,IL,postal code
34.6068255,31.6998449,IL,postal code
34.6092348,31.7001509,IL,postal code
34.6076039,31.6996638,IL,postal code
34.6081939,31.6993611,IL,postal code
34.607127,31.6997036,IL,postal code
34.607541,31.6994339,IL,postal code
34.6069679,31.6997849,IL,postal code
34.6071992,31.6999041,IL,postal code
34.6067722,31.7004493,IL,postal code
34.608331,31.6994687,IL,postal code
34.6073149,31.6998344,IL,postal code
34.6065091,31.6999009,IL,postal code
34.6089616,31.6999469,IL,postal code
34.6090834,31.7000435,IL,postal code
34.6096183,31.7004381,IL,postal code
34.6094917,31.7003483,IL,postal code
34.6070386,31.6999843,IL,postal code
34.6079182,31.6992812,IL,postal code
34.6077277,31.6995692,IL,postal code
34.6072566,31.6996293,IL,postal code
34.6088316,31.699847,IL,postal code
34.6079052,31.6994888,IL,postal code
34.609882,31.7006532,IL,postal code
34.6076458,31.6993591,IL,postal code
34.6084556,31.6995618,IL,postal code
34.6097441,31.7005493,IL,postal code
